month|day|type|year|affair
10|1|affair|-331.0|亚历山大大帝的马其顿王国军队在高加米拉战役中击败大流士三世的波斯帝国军队。
10|1|affair|366.0|达玛稣一世祝圣为教宗。
10|1|affair|959.0|埃德加成为英格兰王国君主。
10|1|affair|965.0|若望十三世祝圣为教宗。
10|1|affair|1553.0|玛丽一世 (英格兰)于西敏寺加冕（英语：Coronation of Mary I of England）为英格兰女王。
10|1|affair|1588.0|波斯帝国萨法维王朝阿巴斯一世（大帝）继位。
10|1|affair|1730.0|奥斯曼苏丹艾哈迈德三世在禁卫军政变（英语：Patrona Halil）中被迫逊位，马哈茂德一世被立为苏丹。奥斯曼“郁金香时代”结束。
10|1|affair|1777.0|西班牙与葡萄牙签署《第一次圣伊德方索条约》。葡萄牙承认西班牙领有乌拉圭，以交换对巴西内陆亚马逊盆地的主权。
10|1|affair|1795.0|法兰西吞并奥属尼德兰。
10|1|affair|1800.0|西班牙将路易斯安那殖民地重新归还给法国，换取意大利托斯卡纳的统治权。
10|1|affair|1813.0|威斯特伐利亚国王杰罗姆·波拿巴战败撤离后，俄罗斯军队宣布威斯特伐利亚王国解散。
10|1|affair|1814.0|智利独立战争中的兰卡瓜战役（英语：Battle of Rancagua）爆发。西班牙政府军大败智利独立军，扭转战争形势。
10|1|affair|1843.0|英国《世界新闻报》发刊。
10|1|affair|1890.0|在约翰·缪尔等环保人士推动下，美国国会在加利福尼亚州设立优胜美地国家公园。
10|1|affair|1894.0|马达加斯加成为法国殖民地。
10|1|affair|1898.0|戊戌政变发生后，康有为、梁启超出逃。
10|1|affair|1903.0|第一届世界棒球锦标赛开幕。
10|1|affair|1910.0|九广铁路（英段）（现时为港铁东铁线）通车。
10|1|affair|1918.0|第一次世界大战：托马斯·爱德华·劳伦斯率领的阿拉伯军队攻占大马士革。
10|1|affair|1924.0|超现实主义宣言卷一出版
10|1|affair|1927.0|苏联开始实施第一个五年计划。
10|1|affair|1930.0|中国收回威海卫主权。
10|1|affair|1936.0|在西班牙内战期间，西班牙长枪党领导人弗朗西斯科·佛朗哥自封为大元帅与国家元首。
10|1|affair|1938.0|德国吞并苏台德地区。
10|1|affair|1942.0|第二次世界大战：从香港运送战俘到日本的“里斯本丸”被美军“鲈鱼号”炮击，当时船上并无标识是运载战俘的船只。
10|1|affair|1946.0|纽伦堡国际军事法庭对纳粹领导人作出裁决。
10|1|affair|1949.0|中国共产党领导人毛泽东在北京市的开国大典上，宣布中华人民共和国正式成立。
10|1|affair|1958.0|由美国国家航空咨询委员会改组而成的美国国家航空暨太空总署正式成立及运作。
10|1|affair|1960.0|尼日利亚脱离英国独立。
10|1|affair|1961.0|柏克莱加州大学内举行言论自由运动。
10|1|affair|1961.0|在英属喀麦隆北部与尼日利亚合并后，南部与喀麦隆共和国（原法属喀麦隆）合并为“喀麦隆联邦共和国”
10|1|affair|1964.0|日本东京与大阪之间的东海道新干线通车，为世界首条商业营运的高速铁路系统。
10|1|affair|1965.0|印尼九·三〇事件：苏哈托粉碎政变。
10|1|affair|1969.0|协和飞机首次超音速飞行。
10|1|affair|1978.0|图瓦卢脱离英国独立。
10|1|affair|1979.0|香港地铁修正早期系统——石硖尾至观塘段通车。
10|1|affair|1979.0|美国把巴拿马运河主权归还巴拿马。
10|1|affair|1982.0|中国第一条复线电气化铁路石太线开通运营。
10|1|affair|1982.0|赫尔穆特·科尔出任德国第32任总理。
10|1|affair|1989.0|丹麦成为世界上第一个允许同性伴侣登记为伙伴关系的国家，但不认可同性婚姻。
10|1|affair|1989.0|香港地铁蓝田站正式开放给予乘客出入，当日亦为观塘线首段（即修正早期系统北段）石硖尾至观塘通车10周年。
10|1|affair|1994.0|帕劳从联合国正式独立。
10|1|affair|1994.0|中国上海东方明珠电视塔落成，是当时中国内地最高的建筑物，也是全球第五高的塔式建筑（支柱式铁塔除外）。
10|1|affair|2003.0|香港政府开始向外籍家庭佣工的雇主征收每月400元的雇员再培训征款。
10|1|affair|2004.0|美国职棒大联盟西雅图水手队选手铃木一朗击出该球季第258支安打，打破乔治·希斯勒高悬84年的单季最多安打纪录。
10|1|affair|2006.0|黄毓民与梁国雄、陈伟业等人成立了香港社会民主连线，黄毓民当选为党主席。
10|1|affair|2009.0|英国最高法院接掌上议院的司法职能。
10|1|affair|2012.0|香港南丫岛发生当地41年来最严重海难，晚上8时23分于榕树湾对开海面，港灯一艘船被一艘港九小轮撞沉，酿成39死101伤。
10|1|affair|2015.0|汤家骅即日辞任香港立法会新界东选区议员正式生效，在立法会新界东补选选区已将于2016年2月28日举行。
10|1|affair|2017.0|加泰罗尼亚举行独立公投，超过90%选民赞成，通过独立。
10|1|affair|2017.0|美国内华达州拉斯维加斯一场音乐节活动发生大规模枪击事件，造成59人死亡、500人以上受伤，为美国历史上死伤最惨重的枪击事件。
10|1|affair|2018.0|CCTV-4K开播。
10|1|affair|2019.0|中华民国高雄市政府青年局于左营区世运主场馆正式成立。
10|1|affair|2019.0|香港多处爆发反修例示威，要求落实“五大诉求”，香港警方共开六枪，荃湾示威中一名中五学生中枪危殆。
10|1|affair|2020.0|开放弗拉芒自由民主党籍比利时首相亚历山大·德克罗与基督教民主和弗拉芒等七党组成德克鲁联合政府（英语：De Croo Government），结束长达16个月的组阁谈判
10|1|affair|2020.0|成立于日治时期的台湾农田水利会与行政院农业委员会农田水利处合并升格为行政院农业委员会农田水利署，象征其步下共九十八年的历史舞台，并于同日施行农田水利法。
10|1|affair|2021.0|2020年世界博览会于阿拉伯联合酋长国迪拜举行。
10|1|affair|2022.0|印度尼西亚玛琅的坎朱鲁汉体育场发生足球骚乱并导致踩踏事故，造成135人死亡，583人受伤。
10|1|affair|2022.0|LiivSandBox选手刘昶亨于韩职跑跑卡丁车联赛S2夺下冠军，为韩国电竞历史上唯一一个在当地职业联赛夺冠的外籍选手。
10|1|birth|208.0|亚历山大·塞维鲁，罗马帝国塞维鲁王朝最后一个皇帝。（235年逝世）
10|1|birth|1207.0|亨利三世，英格兰国王。（1272年逝世）
10|1|birth|1542.0|玛丽亚姆·萨曼尼，印度莫卧儿帝国第三任皇后。（1623年逝世）
10|1|birth|1547.0|真田昌幸，日本战国时代军事家、大名。（1611年逝世）
10|1|birth|1685.0|查理六世，神圣罗马帝国皇帝、匈牙利、波希米亚国王。（1740年逝世）
10|1|birth|1735.0|奥古斯都·亨利·菲茨罗伊，英国首相。（1811年逝世）
10|1|birth|1754.0|保罗一世，俄罗斯帝国皇帝。（1801年逝世）
10|1|birth|1865.0|保罗·杜卡斯，法国作曲家。（1935年逝世）
10|1|birth|1877.0|小林跻造，日本海军军人、政治人物，第17任台湾总督。（1962年逝世）
10|1|birth|1881.0|威廉·爱德华·波音，美国企业家，波音公司创始人。（1956年逝世）
10|1|birth|1882.0|哈里·查尔斯·伯尼，苏格兰船长、海军军官。（1943年逝世）
10|1|birth|1888.0|谢侠逊，中国象棋、国际象棋棋手。（1987年逝世）
10|1|birth|1893.0|叶问，香港咏春武术家（1972年逝世）
10|1|birth|1902.0|黄克诚，中国人民解放军大将（1986年逝世）
10|1|birth|1903.0|弗拉基米尔·霍罗威茨，俄罗斯裔美国钢琴家、作曲家。（1989年逝世）
10|1|birth|1904.0|奥托·罗伯特·弗里施，奥地利-英国物理学家，原子弹爆炸理论架构设计者之一。（1979年逝世）
10|1|birth|1905.0|李升基，北韩化学家。（1996年逝世）
10|1|birth|1910.0|邦妮·派克，美国电影《我俩没有明天》真实女主角。（1934年逝世）
10|1|birth|1913.0|艾里奥·格雷西，巴西总合格斗家。（2009年逝世）
10|1|birth|1914.0|丹尼尔·布尔斯廷，美国历史学家、博物学家、前国会图书馆馆长。（2004年逝世）
10|1|birth|1915.0|杰罗姆·布鲁纳，美国教育心理学家。（2016年逝世）
10|1|birth|1916.0|刘华清，中国人民解放军上将，原中共中央政治局常委、中央军委副主席（2011年逝世）
10|1|birth|1918.0|蔡光黄，越南共和国中将（1993年逝世）
10|1|birth|1924.0|威廉·伦奎斯特，美国首席大法官。（2005年逝世）
10|1|birth|1924.0|罗杰·威廉斯，美国流行音乐钢琴家，有“总统专用钢琴家”外号。（2011年逝世）
10|1|birth|1924.0|张仲威，中国农业经济学家。（2022年逝世）
10|1|birth|1924.0|吉米·卡特，美国政治人物，第39任美国总统，2002年诺贝尔和平奖得主。（2024年逝世）
10|1|birth|1925.0|杨亨燮，朝鲜民主主义人民共和国党和国家领导人。（2022年逝世）
10|1|birth|1935.0|朱莉·安德鲁斯，英国女演员、歌唱家、作家。
10|1|birth|1936.0|邓肯·爱德华兹，英格兰职业足球运动员。（1958年逝世）
10|1|birth|1936.0|郭黛姮，中国建筑师。（2022年逝世）
10|1|birth|1945.0|久保田民绘，日本女演员、配音员。
10|1|birth|1945.0|拉姆·纳特·科温德，印度政治人物、律师，第14任印度总统。
10|1|birth|1947.0|阿龙·切哈诺沃，以色列生物学家，2004年诺贝尔化学奖得主。
10|1|birth|1948.0|汉斯-彼得·克里戈尔，德国计算机科学家。
10|1|birth|1949.0|安德烈·瑞欧，荷兰小提琴手、作曲家，以华尔兹舞曲创作闻名。
10|1|birth|1951.0|黄毓民，香港学者、立法会议员。
10|1|birth|1952.0|陈友，香港演员。
10|1|birth|1953.0|克劳斯·沃维雷特，德国柏林市长。
10|1|birth|1954.0|马乐丁·斯特雷，斯洛文尼亚极限马拉松游泳爱好者。
10|1|birth|1956.0|侯德健，台湾作曲家。
10|1|birth|1956.0|特雷莎·梅，英国政治人物，前任英国首相。
10|1|birth|1957.0|维拉华蒂·法吉林，印尼女子羽球运动员（2021年逝世）
10|1|birth|1957.0|班铁翔，台湾男演员
10|1|birth|1960.0|陈锟山，台湾电机学者。
10|1|birth|1960.0|李辉香，韩国女演员。
10|1|birth|1963.0|马克·麦奎尔，美国北美职业棒球大联盟选手。
10|1|birth|1964.0|黄韵玲，台湾歌手、音乐人。
10|1|birth|1964.0|法子英，中国死刑犯。（1999年逝世）
10|1|birth|1965.0|杨林，台湾女演员。
10|1|birth|1965.0|黄子雄，香港男演员。
10|1|birth|1966.0|乔治·维阿，利比里亚职业足球运动员、政治人物，第25任利比里亚总统
10|1|birth|1967.0|梁贺琪，香港著名英文科补习老师、大型连锁式补习社遵理学校创办人之一
10|1|birth|1968.0|黎公定，越南律师、人权活动家
10|1|birth|1969.0|尼古拉斯，希腊王子。
10|1|birth|1969.0|马库斯·斯蒂芬，诺鲁政治人物，第11任诺鲁总统。
10|1|birth|1970.0|陶敏娴，台湾女配音员。
10|1|birth|1971.0|黎姿，香港女演员、歌手。
10|1|birth|1971.0|宋一国，韩国男演员。
10|1|birth|1972.0|蕾拉·哈塔米，伊朗女演员。
10|1|birth|1975.0|金宣儿，韩国女演员。
10|1|birth|1978.0|乌青，先锋诗人、小说家、影像作者。
10|1|birth|1980.0|区镇桦，前香港大埔区议会议员。（2024年逝世）
10|1|birth|1981.0|酸酸，台湾喜剧演员。
10|1|birth|1982.0|林奕勋，台湾男演员，曾任黑胶52、神棍乐团、扎一针乐团、骚包乐团、强辩乐团、胖虎乐团贝斯手。
10|1|birth|1982.0|冼色丽，香港女演员。
10|1|birth|1984.0|蒋卓嘉，台湾创作歌手。
10|1|birth|1984.0|周丽欣，香港女演员。
10|1|birth|1984.0|麦特·凯恩，美国职棒运动员。
10|1|birth|1985.0|艾莫芮德·芬诺，英国女演员、剧作家、导演、制片人。
10|1|birth|1986.0|神田沙也加，日本女歌手。（2021年逝世）
10|1|birth|1986.0|梁振邦，香港足球运动员。
10|1|birth|1987.0|罗天宇，香港男演员。
10|1|birth|1987.0|相叶弘树，日本男演员。
10|1|birth|1987.0|吉布兰·拉卡布明·拉卡，印尼商人、政治人物。
10|1|birth|1989.0|月野理纱，日本AV女优。
10|1|birth|1989.0|布丽·拉尔森，美国女演员。
10|1|birth|1990.0|查理·麦克唐纳，英国音乐家、主持人。
10|1|birth|1990.0|安东尼·洛佩斯，葡萄牙职业足球运动员。
10|1|birth|1991.0|张阳阳，中国男歌手。
10|1|birth|1992.0|汪小敏，中国女歌手。
10|1|birth|1992.0|汤姆·希契科克，英格兰职业足球运动员。
10|1|birth|1993.0|林子闳，台湾男子偶像团体SpeXial成员。
10|1|birth|1993.0|周予天，台湾男歌手。
10|1|birth|1994.0|毛不易，中国男歌手。
10|1|birth|1994.0|邢菲，中国女演员。
10|1|birth|1995.0|始娟，韩国女子偶像团体Dreamcatcher成员。
10|1|birth|1996.0|杜颖珊，香港女主持人、演员、意见领袖。
10|1|birth|1996.0|铃木优华，日本女演员、模特儿
10|1|birth|1997.0|郭俊辰，中国男演员。
10|1|birth|1997.0|铃木实里，日本女性声优、歌手。
10|1|birth|1998.0|丹尼尔·加福德，美国职业篮球运动员。
10|1|birth|2000.0|纳塔猜·布恩普拉瑟，泰国男演员。
10|1|birth|2005.0|姜晋安，华裔美国女演员、作家。
10|1|birth||生年不详：桃河里香，日本女性声优。
10|1|death|686.0|天武天皇，日本第40代天皇（生年不详）
10|1|death|895.0|孔纬，唐朝状元、宰相（生年不详）
10|1|death|959.0|爱德威，英格兰国王（约940年出生）
10|1|death|1404.0|教宗博义九世，罗马主教（1356年出生）
10|1|death|1578.0|奥地利的唐胡安，西班牙军事将领（1547年出生）
10|1|death|1684.0|皮埃尔·高乃依，法国作家（1606年出生）
10|1|death|1878.0|敏东，缅甸贡榜王朝国王（1808年出生）
10|1|death|1901.0|阿布杜尔·拉赫曼汗，阿富汗埃米尔（1844年出生）
10|1|death|1916.0|唐纳德·福雷斯特·布朗，新西兰陆军，维多利亚十字勋章得主（1890年出生）
10|1|death|1940.0|曾炯，中国数学家（1898年出生）
10|1|death|1948.0|披耶·玛奴巴功，泰国政治人物，首任泰国总理（1884年出生）
10|1|death|1959.0|恩里科·德尼科拉，意大利政治人物，首任意大利总统（1877年出生）
10|1|death|1972.0|路易斯·利基，英国考古学家、人类学家（1903年出生）
10|1|death|1986.0|阿奇·莱格，美国飞行员，航空业先驱者，被公认为历史上首位航空交通管制员（1907年出生）
10|1|death|1990.0|柯蒂斯·李梅，美国空军四星上将、参谋长（1906年出生）
10|1|death|2007.0|阿尔弗雷德·奥特，美国男子田径运动员（1936年出生）
10|1|death|2012.0|关山，香港演员（1933年出生）
10|1|death|2013.0|汤姆·克兰西，美国小说家（1947年出生）
10|1|death|2018.0|夏尔·阿兹纳武尔，亚美尼亚男歌手、演员（1924年出生）
10|1|death|2022.0|安东尼奥·猪木，日本职业摔角选手，曾任日本参议员（1943年出生）
10|1|death|2023.0|提姆·韦克菲尔德，美国棒球选手（1966年出生）
10|1|death|2024.0|田昭武，中国电化学家（1927年出生）
10|1|festival||帕劳：独立日
10|1|festival||图瓦卢：独立日
10|1|festival||喀麦隆：统一日
10|1|festival||塞浦路斯：独立日
10|1|festival||尼日利亚：独立日
10|1|festival||中华人民共和国：国庆节
10|1|festival||国际老人日[1]
10|1|festival||国际咖啡日[2]
10|1|festival||世界黑狗日[3]
10|1|festival||世界明信片日
10|1|festival||世界咖喱日
10|1|festival||世界素食日
10|1|festival||天主教：利雪的德兰庆节
10|1|festival||萨尔瓦多、危地马拉、斯里兰卡：儿童节
10|1|festival||乌克兰：乌克兰保卫者日
10|1|festival||韩国：韩国国军日
10|1|festival||乌兹别克斯坦：教师节
10|10|affair|-638.0|泓水之战，楚国击败宋国，成为霸主。
10|10|affair|732.0|查理·马特率领的法兰克军队在图尔战役中击败拉赫曼率领的倭马亚军队。
10|10|affair|1780.0|历史上最致命的大西洋飓风袭击加勒比海地区，最终共造成至少22,000人死亡。
10|10|affair|1841.0|第一次鸦片战争：英国军队攻占镇海。
10|10|affair|1846.0|英国天文学家威廉·拉塞尔发现海王星最大的卫星海卫一，并首次提及海王星环。
10|10|affair|1868.0|古巴独立运动领袖塞斯佩德斯宣布古巴脱离西班牙独立，十年战争爆发。
10|10|affair|1911.0|中国湖北省武昌革命组织文学社和共进会发动武昌起义，随后演变为推翻清朝政府的辛亥革命；因中国各地革命行动成功，孙中山回中国肇建了中华民国，形成孙中山领导的南京政府及清朝袁世凯的北京政府南北对峙，直到袁世凯翌年逼清帝退位，中华民国始取代清朝。
10|10|affair|1913.0|巴拿马运河竣工。
10|10|affair|1919.0|中华革命党改组为中国国民党，由孙中山总理绝对领导。
10|10|affair|1924.0|孙中山所领导的广州军政府出兵镇压广州商团事变。
10|10|affair|1925.0|故宫博物院于双十国庆日，在中华民国北平市（今中国北京市）正式开馆。
10|10|affair|1926.0|国民革命军北伐：国民革命军占领武昌。
10|10|affair|1928.0|蒋中正被任命成为国民政府主席及军事委员会委员长，并在之后掌握中国国民党、中华民国政府和中华民国国军等三位一体之党政军权力，至1975年逝世为止。
10|10|affair|1933.0|拉丁美洲国家签署《萨维德拉·拉马斯互不侵犯条约》
10|10|affair|1934.0|蒋中正开始第五次剿共，中国工农红军开始长征。
10|10|affair|1935.0|大日本帝国在台湾举办始政四十周年纪念台湾博览会。
10|10|affair|1937.0|中国抗日战争：中国工农红军南方八省游击队改编为新四军。
10|10|affair|1938.0|中国抗日战争：日军在广东大亚湾登陆，开始进攻广州。
10|10|affair|1938.0|中国抗日战争：万家岭战役结束，中华民国军队歼灭日军第106师团主力大部。
10|10|affair|1943.0|侵占新加坡的大日本帝国陆军宪兵队肆意逮捕、拷问57名平民，导致15人死于樟宜监狱，史称“双十节事件”。
10|10|affair|1943.0|在日本占领北婆罗洲时期的宪兵队在当地抓壮丁要求加入宪兵队行列，以郭横南为首的“神山游击队”成立，并且发动了“哲斯顿起义”，但是最终在太平洋战争末期的1944年1月末以失败告终。史称为“双十起义”。
10|10|affair|1945.0|中华民国国民政府暨中国国民党代表王世杰等人和中国共产党代表周恩来等人在重庆签署《双十协定》。
10|10|affair|1945.0|朝鲜共产党中央组织委员会成立。
10|10|affair|1956.0|香港发生双十暴动，警民冲突主要地点在九龙西部及荃湾一带，局势要两天后才逐渐平息，共造成59人死亡，乃香港开埠以来死伤最严重之社会骚动事件。
10|10|affair|1962.0|台湾第一家电视台台湾电视公司开播。
10|10|affair|1963.0|《部分禁止核试验条约》生效，该条约禁止所有核武试爆，但在地下进行的试爆除外。
10|10|affair|1964.0|第18届奥运会在日本东京开幕。
10|10|affair|1967.0|《外层空间条约》生效。
10|10|affair|1970.0|斐济殖民地从英国独立，国号“斐济自治领”。
10|10|affair|1973.0|美国副总统斯皮罗·阿格纽因涉嫌逃税而宣布辞职，为美国历史上唯一因丑闻辞职的副总统。
10|10|affair|1975.0|巴布亚新几内亚从澳大利亚联邦独立，并加入联合国及英联邦王国。
10|10|affair|1976.0|时任台湾省政府主席谢东闵被台湾独立运动参与者王幸男的炸弹炸伤，成为中华民国迄今唯一在任内遭遇暗杀的省主席。
10|10|affair|1992.0|经过20年的建造，印度最长的斜拉桥维迭萨伽尔大桥启用，连接加尔各答与豪拉。
10|10|affair|2010.0|荷属安地列斯正式解体，其中库拉索与荷属圣马丁成为荷兰王国的构成国。
10|10|birth|1567.0|卡特琳娜·米盖拉，西班牙公主（1597年逝世）
10|10|birth|1813.0|朱塞佩·威尔第，意大利歌剧作曲家（1901年逝世）
10|10|birth|1825.0|保罗·克鲁格，南非政治人物，第3任川斯瓦共和国总统（1904年逝世）
10|10|birth|1828.0|塞缪尔·J·兰德尔，美国政治家（1890年逝世）
10|10|birth|1830.0|伊莎贝拉二世，西班牙女王（1904年逝世）
10|10|birth|1835.0|慈禧太后，清文宗咸丰皇帝的妃子（1908年逝世）
10|10|birth|1884.0|北榄寺祖师，泰国佛教住持（1959年逝世）
10|10|birth|1889.0|汉·范米格伦，荷兰画家（1947年逝世）
10|10|birth|1892.0|伊沃·安德里奇，塞尔维亚作家（1975年逝世）
10|10|birth|1895.0|林语堂，中国文学家（1976年逝世）
10|10|birth|1896.0|罗曼·雅各布森，俄罗斯语言学家、文学理论家（1982年逝世）
10|10|birth|1900.0|海伦·海丝，美国女演员（1993年逝世）
10|10|birth|1907.0|冯铿，中国作家，左联五烈士之一（1931年逝世）
10|10|birth|1908.0|俞大酉，中国记者、教育家（1966年逝世）
10|10|birth|1909.0|八马真治，日本企业家（1976年逝世）
10|10|birth|1909.0|张文环，台湾小说家（1978年逝世）
10|10|birth|1912.0|托马斯·哈维，美国病理学家（2007年逝世）
10|10|birth|1914.0|龚澎，中国女性外交家（1970年逝世）
10|10|birth|1927.0|陈桥，香港摄影记者（2024年逝世）
10|10|birth|1930.0|野坂昭如，日本作家、歌手、作词家、政治人物（2015年逝世）
10|10|birth|1930.0|李庆忠，中国石油工程专家（2022年逝世）
10|10|birth|1932.0|李来柱，中国人民解放军上将（2023年逝世）
10|10|birth|1933.0|陈炳楠，艺名脱线，台湾男艺人（2022年逝世）
10|10|birth|1935.0|洪流，台湾男演员（2021年逝世）
10|10|birth|1936.0|格哈德·埃特尔，德国化学家
10|10|birth|1938.0|欧列格·戈杰夫斯基，苏联-英国间谍（2025年逝世）
10|10|birth|1942.0|朱国瑞，台湾物理学家
10|10|birth|1943.0|许淇安，香港警务处处长（2009年逝世）
10|10|birth|1946.0|菅直人，日本政治人物，第94任内阁总理大臣
10|10|birth|1949.0|上官灵凤，香港女演员
10|10|birth|1949.0|黄淑仪，香港女演员、主持人
10|10|birth|1950.0|蔡素玉，香港政界人物
10|10|birth|1951.0|苏杏璇，香港甘草演员（2013年逝世）
10|10|birth|1951.0|林保全，香港男性配音员（2015年逝世）
10|10|birth|1952.0|耶西·津巴，不丹政治人物，第4任不丹首相
10|10|birth|1954.0|瑞卡，印度女演员
10|10|birth|1955.0|谢志峰，香港传媒人
10|10|birth|1957.0|高桥留美子，日本漫画家
10|10|birth|1958.0|约翰·格伦斯菲尔德，美国物理学家、太空人
10|10|birth|1959.0|艾瑞克·费纳，美国电影监制
10|10|birth|1962.0|庹宗华，台湾男演员
10|10|birth|1962.0|阿推，台湾漫画家
10|10|birth|1963.0|梅艳芳，香港女歌手、演员（2003年逝世）
10|10|birth|1964.0|提姆·米勒，美国动画师、导演、视觉特效总监
10|10|birth|1965.0|Toshi，日本男歌手
10|10|birth|1966.0|罗慧娟，香港女演员（2012年逝世）
10|10|birth|1966.0|翟志刚，中国太空人
10|10|birth|1966.0|白灵，华裔美国女演员
10|10|birth|1966.0|卡罗琳·贝尔托西，美国化学家，2022年诺贝尔化学奖得主
10|10|birth|1967.0|麦可·吉亚奇诺，美国作曲家、导演
10|10|birth|1967.0|葛文·纽森，美国政治人物，现任加州州长
10|10|birth|1971.0|荻野晴朗，日本男性声优
10|10|birth|1971.0|艾夫根尼·纪新，俄罗斯钢琴家
10|10|birth|1972.0|高村和宏，日本动画导演
10|10|birth|1973.0|黄婕菲，台湾女演员
10|10|birth|1973.0|林楚茵，台湾政治人物
10|10|birth|1974.0|颜正国，台湾男演员
10|10|birth|1974.0|蒋子轩，香港画家、填词人、编剧
10|10|birth|1975.0|李佳明，中国中央电视台主持人
10|10|birth|1975.0|江国庆，台湾义务役军人（1997年逝世）
10|10|birth|1976.0|陈宏玮，台湾男性配音员（2010年逝世）
10|10|birth|1977.0|刘芳菲，中国中央电视台主持人
10|10|birth|1977.0|诺瓦·维迪安托，印尼男子羽毛球运动员
10|10|birth|1978.0|刘致妤，台湾女演员
10|10|birth|1978.0|真理翰，韩国男演员
10|10|birth|1979.0|吴尊，文莱男演员
10|10|birth|1979.0|安七炫，韩国男歌手
10|10|birth|1980.0|熊黛林，中国女模特儿
10|10|birth|1981.0|谭凯琪，香港女艺员
10|10|birth|1982.0|魏如萱，台湾女歌手
10|10|birth|1982.0|丹·史蒂文斯，英国男演员、制片人
10|10|birth|1982.0|亚希尔·卡塔尼，沙特阿拉伯足球运动员
10|10|birth|1983.0|曲婉婷，中国女歌手
10|10|birth|1984.0|郑融，香港女歌手
10|10|birth|1984.0|栗山千明，日本女演员
10|10|birth|1984.0|帕维尔·杜洛夫，俄罗斯程式员、亿万富翁，Telegram创始人
10|10|birth|1985.0|张佑方，台湾女歌手、演员
10|10|birth|1985.0|许钧钧，台湾女演员
10|10|birth|1985.0|崔有华，韩国女演员
10|10|birth|1986.0|谢其均，台湾男演员
10|10|birth|1987.0|廖文扬，台湾棒球选手
10|10|birth|1988.0|郭源元，台湾女演员
10|10|birth|1990.0|邱宇辰，台湾男歌手
10|10|birth|1991.0|张宝儿，香港女艺人
10|10|birth|1991.0|金瑟琪，韩国女演员
10|10|birth|1992.0|藤本树，日本漫画家，代表作《炎拳》、《链锯人》
10|10|birth|1992.0|盖艾琳，英国女歌手
10|10|birth|1993.0|谢震廷，台湾男歌手
10|10|birth|1993.0|马特·伯杰，加拿大男子滑板运动员
10|10|birth|1994.0|裴秀智，韩国女子偶像团体miss A成员
10|10|birth|1994.0|丹羽孝希，日本男子乒乓球运动员
10|10|birth|1994.0|许清雅，中国女演员
10|10|birth|1995.0|大冢纱英，日本女性声优
10|10|birth|1995.0|吴承姬，韩国女子偶像团体CLC成员
10|10|birth|1995.0|艾伦·佩雷斯，澳大利亚职业网球运动员
10|10|birth|1996.0|容启航，新加坡男演员
10|10|birth|1997.0|刘昊然，中国男演员
10|10|birth|1999.0|李恩泉，韩国女演员
10|10|birth|2000.0|刘扬扬，韩国男子偶像团体NCT成员
10|10|birth|2000.0|费利克斯·恩梅查，德国职业足球运动员
10|10|birth|2001.0|刘康，香港政治人物
10|10|birth|2002.0|乔许·吉迪，澳大利亚职业篮球运动员
10|10|death|19.0|日耳曼尼库斯，儒略-克劳狄王朝成员（前15年出生）
10|10|death|1581.0|勃印曩，缅甸东吁王朝国王（1516年出生）
10|10|death|1659.0|阿贝尔·塔斯曼，荷兰探险家、商人（1603年出生）
10|10|death|1817.0|邱良功，清朝武官官员，官至浙江水陆提督（1769年出生）
10|10|death|1837.0|夏尔·傅立叶，法国思想家（1772年出生）
10|10|death|1841.0|谢朝恩，清镇海总兵（出生年不详）
10|10|death|1841.0|裕谦，清朝两江总督（1793年出生）
10|10|death|1872.0|威廉·亨利·西华德，美国律师、地产经纪人、政治家，曾任美国国务卿、美国参议员和纽约州州长（1801年出生）
10|10|death|1877.0|手冢良仙（日语：手冢良仙），幕府末年的医师，漫画家手冢治虫的曾祖父。手冢治虫漫画《向阳之树》即以其为主角（1826年出生）
10|10|death|1907.0|夏尔·当克拉，法国小提琴家、作曲家、教师（1817年出生）
10|10|death|1913.0|桂太郎，日本军人、政治人物，第11、13、15任内阁总理大臣（1848年出生）
10|10|death|1941.0|姊齿松平，日本法官、法学家、律师（1885年出生）
10|10|death|1965.0|冈崎胜男，日本政治人物，前内阁官房长官、外务大臣（1897年出生）
10|10|death|1971.0|权泰夏，韩国男子田径运动员（1906年出生）
10|10|death|1973.0|路德维希·冯·米塞斯，奥地利裔美国经济学家（1881年出生）
10|10|death|1974.0|柳德米拉·帕夫利琴科，苏联女狙击手，有“狙击女王”与“死亡之女”的外号（1916年出生）
10|10|death|1983.0|库尔特·海因里希·德布斯，德国裔美国航空太空工程师（1908年出生）
10|10|death|1985.0|奥森·威尔士，美国电影导演、编剧、演员（1915年出生）
10|10|death|1988.0|胡安·普约尔·加西亚，西班牙间谍（1912年出生）
10|10|death|1980.0|赵丹，中国电影演员（1915年出生）
10|10|death|2000.0|西丽玛沃·班达拉奈克，斯里兰卡政治人物，前任斯里兰卡总理（1916年出生）
10|10|death|2003.0|埃拉·希尔图宁，芬兰雕塑家[1]。（1922年出生）
10|10|death|2004.0|克里斯托弗·里夫，美国男演员（1952年出生）
10|10|death|2005.0|米尔顿·奥博特，乌干达政治人物，第2任乌干达总统（1924年出生）
10|10|death|2013.0|史考特·卡本特，美国太空人，水星计划七人之一[2]（1925年出生）
10|10|death|2016.0|田中一成，日本男性声优（1967年出生）
10|10|death|2021.0|雅各布·E·古德曼，美国几何学家（1933年出生）
